feature,class_label
"[ 0.00097246  0.00131764  0.00154269 ... -0.00926998 -0.00894784
 -0.00871728]",down
"[ 0.00138826  0.00323177  0.00397069 ... -0.00048187 -0.00034687
 -0.0005167 ]",down
"[-3.38020582e-05  1.49678031e-04  1.25227249e-04 ...  5.92243596e-05
  1.15758834e-04  1.47089377e-04]",down
"[ 2.8629180e-05  5.7463913e-05  6.0875598e-05 ... -2.0167558e-05
 -4.8749233e-05  4.3724453e-06]",down
"[-8.0020429e-05 -4.4169727e-05 -2.7142607e-05 ... -1.2344946e-05
  1.1228694e-05 -7.7546101e-06]",down
"[-0.00699091 -0.00826526 -0.00743434 ... -0.00567757 -0.00431445
 -0.00345621]",down
"[ 0.00108013  0.00155177  0.00054982 ... -0.00532776 -0.00645682
 -0.00250276]",down
"[-8.6758795e-05 -3.8958382e-04 -3.2622754e-04 ... -7.9472855e-05
 -5.5614717e-05 -8.1898716e-06]",down
"[-1.2159152e-04 -2.6102489e-04 -3.0949659e-04 ... -2.3106701e-04
 -2.1950030e-04 -7.0225207e-05]",down
"[-0.00050866 -0.00095391 -0.00103711 ... -0.00118045 -0.00115434
 -0.00112453]",down
"[-0.00022853 -0.00032166 -0.00026941 ... -0.00013731 -0.00013473
 -0.00016403]",down
"[-0.00147759 -0.00358366 -0.0044232  ... -0.00179406 -0.00243692
 -0.00339866]",down
"[-1.3480423e-04 -2.1695078e-04 -1.9766326e-04 ... -8.9913425e-05
 -1.0827547e-04 -1.4411080e-04]",down
"[-0.00010902 -0.00080977 -0.00043226 ... -0.00175108 -0.00194635
 -0.00292159]",down
[0.00791951 0.01024564 0.00865562 ... 0.00041459 0.00114043 0.00086912],down
"[-6.8230278e-05  1.5330352e-04  2.1594601e-04 ...  2.2249720e-04
  1.4918830e-04  6.0136299e-05]",down
[0.00119334 0.00391697 0.00519012 ... 0.01503369 0.01540648 0.01542574],down
"[-0.00027277 -0.00079908 -0.00154034 ... -0.00065476 -0.00044668
 -0.0001939 ]",down
"[ 0.00064043  0.00095594  0.00048935 ... -0.0034915  -0.00358657
 -0.00321108]",down
"[-0.05382224 -0.06954095 -0.05902814 ... -0.03232655 -0.0316384
 -0.03203641]",down
"[-0.01636586 -0.02445377 -0.02414383 ...  0.00115474  0.00115037
  0.00065353]",down
"[-0.00013716 -0.0003394  -0.00062328 ... -0.00141658 -0.00133631
 -0.00127601]",down
"[-1.6128854e-04 -8.3747751e-04 -8.6492021e-04 ... -6.6221663e-05
  2.5069664e-04  4.1988521e-04]",down
"[ 0.00040686  0.00202692  0.0024664  ... -0.00021241  0.00011272
 -0.00018044]",down
"[-0.01310999 -0.02094    -0.02267281 ... -0.00069627 -0.00221175
 -0.00243883]",down
"[-3.6249097e-05 -3.7746452e-04 -6.8922783e-04 ...  1.9342582e-04
  8.2217201e-05  4.7199978e-06]",down
"[ 0.00042654  0.00121881  0.00190879 ... -0.001437   -0.0025526
 -0.00308966]",down
"[ 1.1964403e-06 -1.6301045e-05 -1.0000457e-04 ... -8.4609259e-05
 -1.4256442e-04 -1.3546365e-04]",down
"[ 0.00041724  0.00043987 -0.00076433 ... -0.00039679 -0.00057538
 -0.00082846]",down
"[-0.0013147  -0.00185557 -0.00202036 ...  0.00305872  0.00374029
  0.00435065]",down
[0.03590868 0.04547193 0.03793388 ... 0.03230329 0.03272985 0.03222609],down
"[-0.00173081 -0.00196616  0.00054437 ...  0.00643693  0.0062122
  0.00594747]",down
"[-7.6269794e-22  6.4540535e-22  3.2268420e-22 ... -2.6847481e-05
  3.2349020e-05  4.8490338e-06]",down
"[ 0.          0.          0.         ... -0.00035215 -0.00027279
 -0.00021422]",down
"[-3.5055932e-06 -2.0249307e-05 -6.1374689e-05 ...  6.0974285e-06
  1.7662614e-05  2.6196351e-06]",down
"[-0.00011008 -0.00027692 -0.00036946 ...  0.00066701  0.00072064
  0.00078469]",down
[0.00015707 0.00049701 0.00029166 ... 0.00061957 0.00061645 0.0005599 ],down
"[ 0.00034616  0.00047028  0.00031287 ... -0.00024987 -0.00018237
 -0.00016333]",down
"[-6.7905348e-05 -5.6875963e-04 -8.4176549e-04 ... -2.1518584e-04
 -2.6040126e-04 -2.9541543e-04]",down
"[ 0.00036612  0.00050863  0.0004749  ... -0.00235659 -0.00247307
 -0.00253193]",down
"[ 1.4148047e-04  2.7937276e-04  1.7465414e-04 ... -2.6667425e-05
 -1.8726887e-04 -1.6770221e-04]",down
"[-1.7104048e-04 -3.0290414e-04 -3.2584360e-04 ...  5.2130908e-05
  8.8855457e-05  5.4376898e-05]",down
"[2.4495937e-04 3.3498852e-04 1.8685174e-04 ... 9.6876138e-05 1.6062641e-04
 1.7936973e-04]",down
"[-1.5624479e-07  2.3465429e-07 -2.2962423e-07 ... -2.1806380e-04
 -9.4198569e-04 -5.2364275e-04]",down
"[-0.03410888 -0.05082478 -0.0440742  ... -0.01146191 -0.01461592
 -0.01482101]",down
"[-0.00075198 -0.0010154  -0.00073014 ... -0.00011625 -0.00044793
 -0.00057802]",down
"[ 2.9234210e-04  4.4539070e-04  3.4179512e-04 ... -5.2851708e-05
 -2.6392820e-06  2.5537034e-05]",down
"[4.3963428e-06 7.7043660e-06 1.1823138e-05 ... 1.7802342e-03 1.5691302e-03
 1.3363212e-03]",down
"[-0.00789301 -0.01454318 -0.01332826 ... -0.00280241 -0.01615717
 -0.02891675]",down
"[ 0.00216845  0.00373912  0.00286773 ... -0.00083326 -0.00095999
 -0.0015359 ]",down
"[-0.00038413 -0.00052077 -0.00016582 ...  0.00047304  0.00063946
  0.00070974]",down
[0.00111311 0.00149291 0.00146661 ... 0.00130782 0.00179888 0.00192213],down
"[ 4.50722553e-07 -1.52830125e-06  7.86573401e-06 ...  3.88422632e-04
  2.59644381e-04  1.13195856e-04]",down
"[ 7.3038832e-06 -2.5121233e-05 -2.8199601e-04 ...  2.8614196e-04
  2.9084913e-04  1.8698658e-04]",down
"[-5.4629643e-05 -9.0894900e-05 -9.1506663e-05 ... -2.0164984e-05
  2.2557859e-07 -1.1371289e-05]",down
"[-2.86153518e-05 -1.09409753e-04 -1.11282934e-04 ...  1.91682352e-06
 -1.24796979e-05 -4.12946501e-05]",down
"[ 4.9649730e-05 -7.4561787e-05 -1.7289497e-04 ... -1.3967872e-05
 -1.5347483e-05 -1.0291103e-05]",down
"[ 1.8368974e-04  2.5329564e-04  2.8279412e-04 ... -1.2215698e-04
 -1.2389352e-04 -6.6948356e-05]",down
"[-3.1214848e-05 -3.1340638e-05  1.6368062e-05 ...  2.8897001e-04
 -2.8160051e-04 -4.1379355e-04]",down
"[ 2.1510232e-05  4.5110810e-06  2.3819548e-05 ... -2.0044672e-04
 -6.4788088e-05 -9.6572594e-06]",down
"[-0.00936447 -0.01100607 -0.00824409 ... -0.00579561 -0.0062157
 -0.00650477]",down
"[-0.01274164 -0.02510454 -0.01686159 ... -0.01708196 -0.01741865
 -0.01993144]",down
"[ 2.3078872e-04 -1.0671269e-04 -3.8066704e-04 ... -7.4113072e-05
 -8.0427693e-05 -1.8308101e-04]",down
"[-7.4320462e-07 -2.6944679e-05 -2.6945090e-05 ...  3.1882646e-05
  7.8857753e-05  1.3143015e-05]",down
"[-2.9947091e-04 -5.0824537e-04 -5.3726253e-04 ... -3.4445737e-05
 -1.3580036e-05 -1.8734432e-05]",down
"[ 1.5229340e-02  2.9670455e-02  2.9675316e-02 ... -6.2743053e-03
 -4.5447363e-05  6.3161710e-03]",down
"[ 0.00109     0.00173151  0.00204067 ... -0.00338951 -0.00304998
 -0.00261895]",down
"[1.26159575e-05 3.44768079e-04 7.78577174e-04 ... 2.76424037e-03
 2.89844675e-03 2.99370335e-03]",down
[0.00222573 0.00387247 0.00338493 ... 0.00257269 0.00274521 0.00284685],down
"[-7.8719277e-06 -1.2567017e-04 -1.7540055e-04 ...  1.0867381e-04
  8.7546832e-05  6.4742948e-05]",down
"[ 0.00212568  0.00337878  0.00341485 ... -0.00145628 -0.00050392
 -0.00063318]",down
"[-2.9136761e-05 -5.9820813e-05 -4.8427206e-05 ... -3.2653388e-05
 -3.8608781e-05 -4.1054969e-05]",down
[0.0082334  0.00879316 0.00827342 ... 0.00346737 0.00246643 0.00266312],down
[0.00132916 0.00210485 0.00264389 ... 0.00186104 0.00275565 0.00340109],down
"[-0.04409014 -0.05785248 -0.04961909 ...  0.00174712  0.00597544
  0.00921662]",down
"[-0.0014683  -0.00283668 -0.00324252 ... -0.00228494 -0.00221204
 -0.00217296]",down
"[ 0.00048319  0.00065597  0.00052578 ... -0.00012393 -0.00038638
 -0.00051205]",down
"[ 4.92365216e-04  9.62231250e-04  8.60892294e-04 ... -7.74397922e-05
 -1.21824494e-04 -8.56576080e-05]",down
"[-5.8433849e-05 -1.4524610e-04 -1.0854633e-04 ... -1.3408433e-04
 -1.6400045e-04 -1.3896979e-04]",down
[0.00029252 0.00048158 0.00055544 ... 0.00036879 0.0003468  0.00034007],down
"[ 1.1195907e-04  1.9916845e-04  3.1652127e-04 ... -2.4537952e-04
 -2.0799782e-05 -6.4037260e-05]",down
[0.00227663 0.0042048  0.00445307 ... 0.00095489 0.00075916 0.00077963],down
"[-8.1503291e-05 -1.9439004e-04 -2.7464211e-04 ...  8.4179068e-05
  1.5009452e-04  2.1160299e-04]",down
"[-2.8226670e-05 -5.7025365e-05 -5.3727927e-05 ...  3.0341871e-05
  2.0835045e-05  4.8097761e-05]",down
"[ 1.1936727e-03  1.0804315e-03  1.3088179e-03 ... -4.5026482e-05
  7.3221704e-04  1.2318406e-03]",down
"[-4.7549038e-05 -8.2020168e-05 -1.5850956e-04 ... -2.8278711e-03
 -2.7121149e-03 -2.6887043e-03]",down
[0.00013855 0.00040248 0.000578   ... 0.00028661 0.00032952 0.00039488],down
"[-0.00102617 -0.00160376 -0.00158558 ...  0.00095766  0.00091285
  0.00094138]",down
"[-2.8121576e-05 -5.8327099e-05 -4.8256548e-05 ...  4.2181476e-03
  4.1875294e-03  4.1276747e-03]",down
"[-1.86903999e-05  5.47191448e-05 -1.19909055e-05 ...  1.28848988e-04
  1.26572893e-04  1.13756461e-04]",down
"[ 1.9223175e-05 -3.0591596e-05  3.5598263e-05 ...  5.3373333e-05
  2.4845982e-05 -5.2337887e-06]",down
"[ 0.00154149  0.00539013  0.00592204 ... -0.01065316 -0.01102456
 -0.01139718]",down
"[ 3.0615056e-04  4.1814637e-05 -1.9656573e-04 ... -2.0315209e-03
 -2.2454252e-03 -1.9306880e-03]",down
"[-0.00153604 -0.0044453  -0.00761041 ... -0.01413912 -0.01725823
 -0.01959925]",down
"[ 2.3810107e-05 -4.2663014e-05 -6.5829030e-05 ... -1.8798581e-05
 -2.9575371e-05  2.7751363e-05]",down
"[-2.7833434e-05 -1.2062363e-05  1.9441703e-05 ... -2.8111349e-04
 -1.5344257e-04 -1.3356192e-04]",down
[0.00033869 0.00045606 0.00038598 ... 0.00027125 0.00029444 0.00030044],down
"[-0.00206097  0.00326122  0.00118248 ...  0.00107394  0.00096463
  0.00109078]",down
"[ 2.8517203e-05  2.2756009e-04  3.6803819e-04 ... -2.0415279e-04
 -1.9533564e-04 -2.0597909e-04]",down
"[-1.1167002e-04 -1.4020325e-04 -8.6109663e-05 ...  7.2927207e-05
  4.7017485e-05  5.1414281e-05]",down
"[-8.2704348e-05 -3.4206369e-04 -7.6171092e-04 ... -3.6303824e-04
 -4.1887036e-04 -3.9847411e-04]",down
"[-0.00109067 -0.0013206  -0.00139109 ... -0.00451411 -0.00467796
 -0.00474465]",down
"[ 5.8112862e-05  1.1859889e-04  1.2525602e-04 ...  3.1700663e-06
 -1.0516195e-05 -8.7412054e-06]",down
"[ 0.00025901  0.00030186  0.0002949  ... -0.0002766  -0.00889051
 -0.01844287]",down
"[-0.064807   -0.08261722 -0.06942303 ... -0.02843869 -0.02857122
 -0.02726992]",down
"[ 2.3806468e-05 -2.3454910e-05  1.0205855e-05 ... -2.5390056e-05
 -1.6246213e-05 -8.5532783e-06]",down
"[-2.6497295e-05 -5.9414851e-05 -5.2617903e-05 ... -1.2730638e-03
 -1.3747647e-03 -1.4810933e-03]",down
"[ 1.6833844e-06  4.9954855e-05  7.3025236e-05 ... -3.8927501e-06
  4.4231247e-06  8.5618585e-06]",down
"[-0.00043287 -0.00064393 -0.00040727 ... -0.00448275 -0.0028642
 -0.00109531]",down
"[-0.00074945 -0.00386652 -0.00453228 ... -0.00041519 -0.0011297
 -0.00076032]",down
"[-5.05145508e-05 -1.20839995e-05 -1.49616862e-05 ... -2.99860239e-05
 -2.31275681e-05 -1.27998619e-05]",down
"[ 0.00012306 -0.00126174 -0.00286314 ... -0.00056837 -0.00047775
 -0.00043449]",down
"[ 0.0001249   0.00068289  0.00111326 ... -0.00114505 -0.00121306
 -0.00121168]",down
"[-0.00412234 -0.00802153 -0.01078777 ...  0.00127424  0.00180145
  0.00206369]",down
"[ 5.5925109e-10  8.6760693e-10 -4.7711657e-10 ...  8.5779233e-04
  1.0542246e-03  1.0413997e-03]",down
[0.01228634 0.01619103 0.0132878  ... 0.01166743 0.01131521 0.01091477],down
"[ 5.3556054e-05  6.5297107e-05  5.5176417e-05 ... -1.4816948e-05
 -1.5894400e-05 -1.9691113e-05]",down
"[ 0.00049807  0.00112002  0.00116255 ... -0.00105142 -0.00121604
 -0.00116155]",down
"[-0.00029622 -0.00043134 -0.00055021 ...  0.00295406 -0.00594522
 -0.0138705 ]",down
"[ 0.00021939  0.00105879  0.00232478 ... -0.00117395 -0.00024319
  0.00150415]",down
"[-0.00072797  0.00022799 -0.00207065 ... -0.00359438 -0.0032245
 -0.00359317]",down
"[ 0.04968335  0.10012452  0.10136446 ... -0.15489642 -0.14932308
 -0.14690848]",down
"[ 0.0003622   0.00038575  0.00028185 ... -0.00036524 -0.00038791
 -0.00044469]",down
"[-1.8346673e-06 -7.2804971e-05 -7.6792581e-05 ...  4.2207050e-03
  3.9148605e-03  3.4764705e-03]",down
[0.00048066 0.00161385 0.00204956 ... 0.00083319 0.00103503 0.00087267],down
"[-0.00091027 -0.00107313 -0.0009372  ...  0.0001518  -0.00015074
 -0.00013686]",down
"[ 4.0597069e-08  4.0572562e-08 -4.7574375e-08 ...  5.1905229e-03
  4.5688176e-03  3.9010250e-03]",down
"[ 0.00460862  0.0064951   0.0060196  ... -0.00789044 -0.00778374
 -0.00782157]",down
[0.0017176  0.00289033 0.00297944 ... 0.00055317 0.00089058 0.00083783],down
"[-9.3666294e-20 -4.5732561e-20 -1.0352415e-19 ... -6.5594759e-05
 -3.8382990e-05  1.6309315e-05]",down
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.6311789e-05
 -3.1027950e-05 -3.9244555e-05]",down
"[ 0.00099569  0.00077623  0.00045482 ... -0.00070278 -0.00066862
 -0.00070787]",down
"[ 2.7253287e-04 -7.8763886e-05 -3.6987002e-04 ... -5.0875279e-03
 -4.8178332e-03 -4.3993010e-03]",down
"[ 5.1356039e-07 -3.2411830e-07  8.2265871e-08 ...  5.3688618e-06
  7.0168489e-06  4.7364038e-06]",down
"[ 8.4863801e-05 -2.6303704e-04 -1.7485069e-04 ... -3.4463964e-04
 -1.1666984e-04  1.0672254e-04]",down
"[-0.00027866  0.00076657  0.00080014 ...  0.00013397  0.00013283
  0.00028694]",down
"[ 0.00227146  0.00356942  0.0008827  ... -0.00379383 -0.00196865
 -0.00262811]",down
"[-7.3471870e-07 -4.7250011e-05 -8.8645320e-05 ... -5.6687157e-05
 -5.2577969e-05 -5.8455327e-05]",down
"[-0.014517   -0.0188692  -0.01651185 ... -0.02029823 -0.0193832
 -0.0185148 ]",down
"[-0.00037693 -0.00110004 -0.00051798 ...  0.0009287   0.00092996
  0.00090535]",down
"[-1.4730861e-06 -2.1207509e-06  2.0263500e-05 ...  1.7214191e-04
  1.8751695e-04  1.9774515e-04]",down
[0.00076014 0.00647935 0.01682147 ... 0.00231184 0.0022496  0.00223198],down
"[-7.7782475e-05 -7.4395110e-05 -1.8739294e-05 ... -2.5445307e-04
 -2.4084035e-04 -2.1667605e-04]",down
[0.00053584 0.00150836 0.00251459 ... 0.00044684 0.00050183 0.00057423],down
"[ 0.00015905  0.00051762  0.00062781 ... -0.00089651 -0.0008851
 -0.00078268]",down
"[-2.7119488e-05 -3.3123775e-05 -2.7909331e-05 ... -2.2524151e-05
 -1.8788807e-05 -1.2597905e-05]",down
"[-2.9477942e-05 -8.4248524e-05 -9.7244687e-05 ...  1.5404801e-05
  2.9430536e-05  1.3778778e-05]",down
"[ 1.1363870e-06 -2.5354318e-05 -3.6951475e-05 ... -5.1367948e-05
 -6.2944964e-05 -6.9537731e-05]",down
"[-0.00059085 -0.00115051 -0.00125057 ...  0.00158596  0.00137178
  0.0014187 ]",down
"[ 2.2416517e-04  1.6286384e-04  1.2006917e-04 ... -2.5536683e-05
 -1.5419355e-04 -3.0000726e-04]",down
"[-8.6385146e-05 -1.7868493e-04 -1.8269982e-04 ... -8.0575483e-05
 -8.5842512e-05 -5.9925595e-05]",down
"[ 1.9585827e-06  5.1775300e-05  6.9877322e-05 ... -3.0406743e-06
 -2.9293924e-06 -3.0043543e-06]",down
"[-1.3300205e-06 -3.2381417e-06  2.3603758e-05 ... -1.9353695e-04
 -2.1991819e-04 -2.3615829e-04]",down
"[ 5.8140274e-04 -2.1832835e-05 -5.5836706e-04 ... -8.9329761e-04
 -1.3249349e-03 -2.3224314e-03]",down
"[ 0.04430711  0.06363963  0.05985259 ... -0.03319947 -0.02070107
 -0.01297871]",down
"[ 0.00166345  0.00441941  0.00859425 ... -0.0196692  -0.01727044
 -0.01369648]",down
"[-0.01120415 -0.0611689  -0.11221426 ... -0.02408262 -0.01085774
 -0.00360844]",down
"[ 0.00470054  0.00839219  0.00714814 ...  0.00012166 -0.00013529
 -0.00023928]",down
[0.00822509 0.01031115 0.00856182 ... 0.0079298  0.00801829 0.00814178],down
"[ 0.00374192  0.0058458   0.00626127 ... -0.0004636  -0.00041576
 -0.00047076]",down
"[-0.00053871 -0.00067001 -0.00064482 ...  0.00044247  0.0003675
  0.00032579]",down
"[ 0.00202609  0.00278403  0.00288218 ... -0.0012221  -0.00105116
 -0.0009541 ]",down
"[ 5.3200838e-05  3.4472876e-04  5.1728124e-04 ... -3.8204127e-04
  1.1568991e-03  2.0915214e-03]",down
"[-6.3548105e-06  2.7628313e-04  7.9426181e-04 ...  2.0630406e-03
  1.9980320e-03  1.8625302e-03]",down
"[-0.00118341 -0.00174828 -0.00129625 ... -0.00823936 -0.00778219
 -0.00720623]",down
"[-2.7656368e-05  2.3310065e-05 -2.4960107e-05 ... -1.2266719e-04
 -1.4423493e-04 -1.3669064e-04]",down
"[-0.000299   -0.00073723 -0.00107013 ...  0.00163834  0.00122723
  0.00078509]",down
"[ 5.7652872e-04  6.5002410e-04  6.2659732e-04 ... -1.9598848e-04
 -9.3662813e-05 -7.2588446e-04]",down
"[ 0.0005182   0.00070223  0.00062393 ... -0.00099777 -0.00121396
 -0.00107792]",down
"[-9.0982183e-05 -6.7696099e-05 -7.3692067e-06 ... -8.2431507e-04
 -1.0621586e-03 -8.0904143e-04]",down
"[-0.00440595 -0.00648521 -0.00611453 ...  0.00103825  0.00089271
  0.00015758]",down
"[-1.3182638e-05 -1.5280137e-04 -1.3123675e-04 ... -4.6221379e-04
 -2.8780420e-04 -3.1102457e-04]",down
"[-5.7775862e-05 -1.8402433e-04 -3.3909327e-04 ...  2.7398334e-04
  2.7925737e-04  1.4800394e-04]",down
"[ 0.00489719  0.00647619  0.00576721 ... -0.00126329 -0.00117406
 -0.00116971]",down
"[ 0.00238995  0.00297736  0.00265301 ... -0.00128466 -0.00109867
 -0.00106225]",down
"[-1.9309917e-03 -2.8371997e-03 -3.1894883e-03 ... -8.4649218e-05
 -5.1883998e-04 -1.2454859e-03]",down
"[-2.9927873e-05 -2.2225629e-04 -3.9630118e-04 ... -1.0287219e-04
 -4.2313168e-05  4.5976842e-05]",down
"[ 1.6412291e-06  9.1219306e-05  2.0753600e-04 ... -9.6785858e-05
 -1.3981011e-05  5.8756577e-05]",down
"[5.4284479e-05 6.9910573e-05 3.8131955e-05 ... 3.7674356e-05 7.4373333e-05
 1.0606661e-04]",down
[0.00067769 0.00097737 0.00086525 ... 0.00098813 0.0010131  0.00106788],down
"[-0.00206423 -0.00137008  0.00447557 ... -0.00071782 -0.00080249
 -0.00208308]",down
"[-3.1938141e-03 -5.9875203e-03 -6.7738062e-03 ...  5.0838175e-04
  1.7828922e-04  9.0618023e-06]",down
"[-8.7338696e-05 -1.2900701e-04 -8.3190484e-05 ...  3.0073564e-04
  3.2911525e-04  3.9738769e-04]",down
[0.00846143 0.02020869 0.003467   ... 0.00501963 0.00497806 0.00559375],down
[0.01196513 0.01714891 0.01773697 ... 0.00384984 0.00568392 0.00465164],down
"[-3.2752046e-06 -5.2846972e-05 -5.0026749e-05 ... -1.4812593e-02
 -1.4678676e-02 -1.4894436e-02]",down
"[-2.3006953e-05 -4.8876482e-06 -1.7847058e-05 ...  5.4785844e-05
  2.0995329e-05  5.7903086e-05]",down
"[-5.2187079e-06 -3.0022184e-05  3.5510384e-05 ...  4.7463152e-05
  7.1197828e-05  1.0238332e-04]",down
"[ 0.00129189  0.00272161  0.00166192 ... -0.00162691 -0.00285957
 -0.00323962]",down
"[-0.00298967 -0.00472157 -0.00651572 ...  0.00294374  0.0016034
  0.00149816]",down
"[-0.0008297  -0.00169471 -0.00167318 ...  0.00350678  0.00341092
  0.00307968]",down
"[-0.00176057 -0.00236312 -0.00222276 ...  0.00381179  0.00416346
  0.00430616]",down
"[-0.00037291  0.00097082  0.00277008 ... -0.00344908 -0.00287185
 -0.00277957]",down
"[2.2280392e-07 2.1432463e-05 5.8997932e-05 ... 4.8458038e-05 4.4536853e-05
 3.1448479e-05]",down
"[-5.0077442e-04 -8.8695681e-04 -7.5912103e-04 ... -4.3937744e-06
  1.2753073e-06 -5.5285433e-05]",down
"[ 2.0594143e-08  4.7523266e-05  7.1046612e-05 ... -5.3818559e-04
 -4.8131603e-04 -4.9148494e-04]",down
[0.0111432  0.01888897 0.01404708 ... 0.0155491  0.01562168 0.01544497],down
"[-0.00349873 -0.0053894  -0.00558612 ... -0.0081839  -0.00721579
 -0.00658073]",down
"[ 3.4868531e-03  2.1405686e-02  2.9004414e-02 ...  2.4939448e-04
 -5.6298777e-06  4.7376408e-04]",down
"[-0.0014595  -0.00334433 -0.00324743 ...  0.00197265  0.00174705
  0.00185173]",down
"[ 0.00035    -0.00105001 -0.0027489  ...  0.00115221  0.00097111
  0.00112029]",down
"[ 0.00870362  0.00586107 -0.00999014 ...  0.0022237   0.0015522
  0.00050918]",down
[0.00070773 0.01904808 0.01053426 ... 0.00375966 0.0018119  0.00470918],down
"[-0.00099204  0.00247076  0.01146012 ... -0.02054065 -0.02770949
 -0.02933848]",down
"[-0.00213466 -0.00340544 -0.00379723 ...  0.00177309  0.00157466
  0.00192905]",down
"[ 6.0803606e-05 -2.5894263e-04 -3.6966149e-04 ...  4.5679459e-05
  3.1911896e-04 -6.7289546e-04]",down
"[-0.0007468  -0.00151803 -0.00187447 ... -0.00137495 -0.00102165
 -0.00108196]",down
"[-0.00027527 -0.00108696 -0.00156266 ... -0.00138184 -0.00123029
 -0.00088541]",down
"[-0.0002282  -0.00058846 -0.00151428 ... -0.00083519 -0.0011813
 -0.00142601]",down
"[-3.6031206e-04 -6.1345799e-04 -5.7972071e-04 ...  5.9150603e-05
  1.4973590e-04  2.2078687e-04]",down
"[-7.4289292e-06 -1.1503192e-05  1.1024418e-05 ...  1.0209269e-06
  2.6135824e-06  2.5010615e-06]",down
"[-2.2825943e-05 -3.2498188e-05 -3.8036618e-05 ...  4.1252246e-05
  6.1976825e-05  9.1938848e-05]",down
"[ 4.1210900e-05 -5.4796663e-05 -1.1753968e-04 ... -6.4800020e-05
 -6.0437909e-05 -4.2421703e-05]",down
"[-7.9189459e-07 -2.3960532e-05 -3.8263799e-05 ... -2.1888143e-05
 -6.3581167e-05  3.6501886e-05]",down
"[-2.9623829e-05 -3.8053473e-05  4.0084001e-07 ...  1.0189630e-04
  1.3426530e-04  1.8042767e-04]",down
"[-0.00262154 -0.00341528 -0.00260233 ...  0.00487944  0.00517051
  0.00521306]",down
"[-0.00154685 -0.00205563 -0.00189156 ...  0.00086664  0.0005264
  0.00061265]",down
"[-3.2238881e-04 -4.9824326e-04 -4.6794821e-04 ... -1.8638126e-03
 -8.8343554e-04  7.2452713e-05]",down
"[ 5.2537953e-06 -9.0623798e-05 -4.3978894e-04 ... -1.6374225e-04
 -5.9908507e-05  7.0537812e-05]",down
"[ 0.00776152  0.0410215   0.05170346 ... -0.0026349  -0.00259381
 -0.00273285]",down
"[ 0.00031522  0.00091287  0.00133839 ... -0.00054323 -0.00024047
  0.00015446]",down
"[-0.00136616 -0.00233754 -0.00195126 ...  0.00122139  0.00108499
  0.00107487]",down
"[-1.3129731e-08  1.0928420e-07  7.6737123e-08 ... -2.2097549e-06
 -1.4549028e-05 -5.6257145e-06]",down
"[-2.5701206e-07  4.5228154e-07 -3.9579930e-09 ... -2.6144209e-05
 -2.3182893e-05 -1.7076762e-05]",down
"[-8.8851777e-07 -2.6753420e-07  4.2619152e-07 ...  4.4628319e-05
  1.3607939e-05 -9.4210536e-06]",down
"[ 0.00111334  0.00179071  0.00172886 ... -0.00896545 -0.00938272
 -0.00950143]",down
[0.0013157  0.00168883 0.00157069 ... 0.00084192 0.00112628 0.00115345],down
"[ 0.00021974  0.00081707  0.00111322 ... -0.0322894  -0.03362459
 -0.03432339]",down
"[-0.00259276 -0.00396496 -0.00427123 ...  0.00102988  0.00150044
  0.00171524]",down
"[-0.00010797  0.00056287  0.00169858 ... -0.00384297 -0.00396993
 -0.0037145 ]",down
"[ 0.00213461  0.00263344  0.00296649 ... -0.00182499 -0.00158245
 -0.00149568]",down
"[-0.00192136 -0.00361818 -0.0033845  ...  0.00021709  0.00023758
  0.00018896]",down
"[ 5.7237175e-06  5.5686699e-04  1.0505109e-03 ... -1.8647772e-04
 -8.5771382e-05 -1.0703488e-04]",down
